password,combined_strength,password_probability,zxcvbn_strength
351898522,1.9999999999302238,3.4888050781667346e-11,2
nolky83,1.9999999998304212,8.478938384737233e-11,2
880224,0.9999994642545289,5.357454710974707e-07,1
camdinguo,2.9999999998863207,3.789309144242026e-11,3
crecstraccimp,4.0,5.121707138303785e-17,4
yc26217,1.9999999998967273,5.163640001693004e-11,2
xxxxaxx123,2.9999999994376543,1.8744848728768915e-10,3
salmi13521,2.9999999999969047,1.031889959764165e-12,3
8bc2c803,1.9999999999993219,3.390792963249567e-13,2
buck,0.0,4.776850914822717e-07,0
Mestibaby,1.999999999933803,3.3098558616107e-11,2
xianghuo339214,3.999999999999986,3.587167590963017e-15,4
heijiajun,2.9999999677835945,1.073880184776499e-08,3
dj102999,1.999999999734922,1.325389936690513e-10,2
jchnitcsdng.1238,4.0,3.41633569945874e-23,4
rancelli,1.9999999901520287,4.92398566365182e-09,2
fecaskah,1.999999999972268,1.3866028984732548e-11,2
363120,0.9999998906587564,1.0934124361483555e-07,1
0164567534,2.9999999991653645,2.782119257194182e-10,3
77550788,1.9999999980943386,9.528307032269367e-10,2
georrorearekh,4.0,5.380154757612303e-18,4
M3tKHERIDADR,4.0,1.8379464495820272e-22,4
bookie,0.9999992812586243,7.187413757492322e-07,1
helke,0.9999999621995563,3.7800443664082195e-08,1
431620q,1.999999999970611,1.469449041613391e-11,2
manichruwtean,4.0,1.5875917230486578e-18,4
walmislah,2.9999999999832823,5.572547197990607e-12,3
6augai07,1.9999999999994056,2.972094141975856e-13,2
maomichin,2.9999999997760938,7.463542978092264e-11,3
Pole1pold!,2.9999999999999782,7.221828319278582e-15,3
50sbert,0.9999999998506325,1.4936747672056327e-10,1
a0d86m,0.9999999999912035,8.796506925645708e-12,1
duzako5212,2.99999999999946,1.8003839792699733e-13,3
0321754626,2.9999999999794835,6.8388879628789034e-12,3
131606,0.9999999072890375,9.271096246266097e-08,1
samestar2,1.9999999990009305,4.995347469005651e-10,2
myaly02007,2.999999999992716,2.428003544746593e-12,3
c1k4nw,0.9999999999922928,7.707130940393103e-12,1
niki069,1.999999997983898,1.0080509760257428e-09,2
intmine13,2.9999999999331237,2.2292060558593008e-11,3
jeanjripeng,2.999999999999893,3.5651982668166715e-14,3
woaiooweny,2.999999999999579,1.4037677812696325e-13,3
hmqfas,0.9999999999901757,9.824250787882072e-12,1
31c68pj5,1.9999999999999787,1.0621549213080117e-14,2
a3p1x3zj,1.999999999999979,1.0535796444533039e-14,2
victrich,1.999999997769901,1.1150494971801095e-09,2
KORE121948,2.999999999999808,6.400132837982089e-14,3
ken2010,0.9999999786358114,2.136418864040479e-08,1
aps7890357,2.9999999999998535,4.881242504921508e-14,3
67bobo269999,3.9999999999999996,9.389106772174233e-17,4
baylo7,0.9999999989621459,1.0378541359656879e-09,1
6461469,1.9999999929372225,3.531388736988106e-09,2
14827609,1.9999999995867062,2.066468940409294e-10,2
wardorion06,2.999999999998676,4.4134360337351464e-13,3
22656222,1.9999999980944583,9.527708622059095e-10,2
078844,0.9999999925438035,7.456196549071592e-09,1
ilukoplu,1.999999999998827,5.864999241475544e-13,2
lxx81122,1.9999999987949664,6.025168142187454e-10,2
76770626,1.9999999977040845,1.1479577288753262e-09,2
shikring,1.9999999914184476,4.2907761788058e-09,2
culee202,1.9999999999941283,2.9358735494783295e-12,2
titefhanix,2.9999999999999662,1.128270416819125e-14,3
S1602048,1.999999999994716,2.6419461236770747e-12,2
894797272,1.999999999984552,7.724098270711632e-12,2
740701315,1.9999999998575095,7.124520418066993e-11,2
norusbao7,2.9999999999999583,1.4035050485900532e-14,3
0700131066,1.9999999999546894,2.2655339410038167e-11,2
2ttrp2h,1.9999999999998417,7.914447499061603e-14,2
32000,0.9999996985019663,3.014980336502049e-07,1
pfv3etnoval,3.0,3.9300842412436355e-19,3
xad4ra98,1.9999999999999567,2.1702961083554066e-14,2
chroscuare,2.999999999998613,4.622426573452909e-13,3
zapu,0.9999999770165555,2.2983444480928483e-08,1
pinriddears3757,4.0,7.44302204274686e-21,4
DPawIeBENG,3.0,2.0474987152553713e-19,3
801055,0.9999999213991373,7.860086270738975e-08,1
86060816,1.99999996136156,1.931922000153463e-08,2
d9hambing1648,4.0,7.687882787516843e-18,4
640218,0.9999998537980588,1.4620194122016983e-07,1
5958289,1.999999993738621,3.1306894854310485e-09,2
ll1989,0.9999999535667463,4.643325368647311e-08,1
agardwanett,3.9999999999998437,3.907127171711572e-14,4
axectim55430,4.0,3.1113875549444696e-18,4
tulher4eve,2.999999999998934,3.5526258584245296e-13,3
trodytearissy,4.0,3.574304998612266e-17,4
20beetton656,3.999999999999997,7.593447613623054e-16,4
250581,0.9999997129643248,2.8703567522825324e-07,1
zhang69614,2.9999999979239216,6.920261030884944e-10,3
282330125,1.9999999998974736,5.126325058890657e-11,2
wosaidaoyu,2.999999999920575,2.6474883049742992e-11,3
hoo122404,1.9999999999992817,3.5912660107002836e-13,2
maszar,0.9999999566739675,4.3326032539425796e-08,1
2a155068340,4.0,5.261023213175681e-17,4
667579,0.9999999830662194,1.6933780599970305e-08,1
21958867890598,4.0,3.98124055414273e-18,4
2510591,0.9999999852450108,1.4754989230425508e-08,1
konder1999,2.9999999982555035,5.814987935615079e-10,3
593822,0.9999999557080628,4.429193722899072e-08,1
helthiks,1.9999999999465052,2.6747378617519857e-11,2
majika88,1.999999986698394,6.650803019425666e-09,2
sandracime,1.9999999999530271,2.3486405528738707e-11,2
puiwengei1987,3.9999999999998694,3.261358061867545e-14,4
lsk3266875892,4.0,2.4348832676419575e-18,4
561996,0.9999998979879905,1.0201200950632483e-07,1
12100878,0.999999995682431,4.317568969014474e-09,1
msm728,0.9999999994354652,5.645347522786892e-10,1
7lasky3x,1.9999999999994362,2.8191245995609626e-13,2
mioverchupiss,4.0,1.141413623244367e-17,4
725727114,2.9999999999623386,1.2553724552943901e-11,3
5jx4do,0.9999999999975181,2.4818755991334873e-12,1
hawpett1,1.9999999998858076,5.709626174632554e-11,2
pkorebertjy114,4.0,8.286255532959029e-22,4
hulian876988,3.9999999999995217,1.1953709777665772e-13,4
amanatshonta,2.999999999999991,3.0515285190748677e-15,3
samwala,1.9999999889912186,5.504390721000618e-09,2
2705253420,2.9999999999800764,6.6411242824471195e-12,3
07573521442,2.9999999999973865,8.711518377328697e-13,3
2004224227,1.9999999998815476,5.922615176068291e-11,2
kcla1234,1.9999999988364465,5.817767378957228e-10,2
DREG,0.9999999489060158,5.109398415470423e-08,1
DAXHHOWT,1.9999999999999962,1.9351666231644856e-15,2
MONSHOOHTA~G,4.0,7.352173216122816e-20,4
yb123588,1.9999999994873212,2.563394496668536e-10,2
c0thinisa7,2.9999999999999627,1.2434840077112444e-14,3
zxfcex123,2.9999999999972253,9.247949628310437e-13,3
169420125,1.999999999943861,2.8069539748099004e-11,2
luv0927,1.9999999995184683,2.407659072112267e-10,2
SAQEZ,0.999999999945403,5.4596976245546713e-11,1
pl1zq8as,1.9999999999999933,3.3048752265656817e-15,2
moahlo2,1.9999999999922573,3.8713698045922396e-12,2
f31990,0.999999994653066,5.34693400666697e-09,1
inkollep,1.9999999998903282,5.4835930934915567e-11,2
jcxhk3,0.9999999999982285,1.7715025410133811e-12,1
huisheng010,3.999999996575279,8.561801823070425e-10,4
heneisae,1.9999999999712983,1.4350815674690764e-11,2
121176649,1.9999999999525977,2.3701178172852444e-11,2
wenque19,1.9999999987655797,6.172101718604495e-10,2
2572057999,2.999999999996667,1.1110372604566932e-12,3
gamstrox1,2.999999999959842,1.3385997171821984e-11,3
niczka,0.9999999962482562,3.751743804514263e-09,1
cujtomu,1.9999999999982865,8.56791905218951e-13,2
2081193,0.999999997225139,2.7748610076372415e-09,1
thenjitoman5800,4.0,5.133743960384927e-19,4
sofra2960,2.9999999999989746,3.418645032858547e-13,3
091210116079,2.999999999999357,2.1423971808837844e-13,3
miinikam08,2.99999999999987,4.3428703965257484e-14,3
6286885z,1.9999999999897324,5.133731981188383e-12,2
kobik6,0.9999999984027516,1.5972484446180601e-09,1
fiadeburd09,3.9999999999999916,2.10351293912362e-15,4
eso1988,0.9999999981808867,1.8191133044354046e-09,1
acuntas0000,2.999999999999882,3.946288892994927e-14,3
45wio,0.9999999999893974,1.0602604731679843e-11,1
szer089083391,4.0,2.894713590545645e-18,4
petla,0.9999999563778168,4.362218319897693e-08,1
blk490,0.9999999999003801,9.961992342155668e-11,1
pabelfoux,2.9999999999977502,7.498610022846353e-13,3
shi131460,2.9999999993718314,2.0938964451211461e-10,3
kuf123,0.9999999955372476,4.4627523898554955e-09,1
ifelavis,1.999999999977417,1.129147816913978e-11,2
042016388,1.9999999999045794,4.77102315987743e-11,2
86dmzi98,1.999999999999928,3.5981735982664603e-14,2
60181796abc,2.999999999999484,1.719926555777268e-13,3
24ff1ab,1.9999999999974212,1.2894253807044231e-12,2
05780123742,2.999999999999247,2.5115982427506567e-13,3
23431719,1.9999999987946242,6.026879550979913e-10,2
lb24014,1.999999999757578,1.2121105508189345e-10,2
adzkeepoit,2.999999999999999,3.3632967830037053e-16,3
r0ztx0l,1.99999999999983,8.506231472232145e-14,2
9261723013,2.999999999995844,1.3852714548373557e-12,3
vividica,1.9999999927744843,3.6127578706413033e-09,2
J6f6zX4z,1.9999999999999996,2.423389584758727e-16,2
1973galiretzin,4.0,5.313499096286708e-19,4
diourok79,2.999999999999483,1.7226664701924105e-13,3
zokmau2008,2.999999999999186,2.713854802775112e-13,3
kieth,0.0,2.6169413303023248e-08,0
bruanil,1.999999998756229,6.218855430617509e-10,2
martya,0.9999998949523814,1.0504761860374856e-07,1
kacio18,1.9999999980484313,9.75784342216457e-10,2
SERVIIAN13,2.999999999999914,2.8752082773019286e-14,3
6794958,1.9999999964918576,1.7540712216046472e-09,2
scarlivee,2.999999999714526,9.51579925967394e-11,3
01679160541,2.999999999814866,6.171139987909413e-11,3
147591,0.9999999519677125,4.803228748073707e-08,1
igedsole6,2.9999999999999885,3.775510872499168e-15,3
oizznzx7429,4.0,3.4902526640096425e-19,4
jonmet37,1.9999999999906277,4.686103501766459e-12,2
prusenno71,2.9999999999991322,2.89331519897143e-13,3
zhangjuan,0.9999981106396945,1.8893603055403219e-06,1
qw088003,1.9999999999749478,1.2526105153121136e-11,2
jinyu1332,2.9999999997013425,9.955251206728022e-11,3
ivanrueense,2.9999999999999982,7.169933786973864e-16,3
lordadebritz,3.999999999999989,2.8120761165343396e-15,4
c10207,0.9999999950534924,4.946507647929366e-09,1
jzp1962,0.9999999997507861,2.4921384400578006e-10,1
qazwwdc520,2.999999999995067,1.6442084239259858e-12,3
flanres10074,3.999999999999995,1.1770625003721118e-15,4
gaofuolulienglan,4.0,4.87570496829901e-19,4
frystymam,2.9999999999119367,2.9354411262838553e-11,3
brcak29beb,3.0,9.32420403064373e-18,3
shawme469,1.9999999999948779,2.561018454597108e-12,2
striftykass,3.99999999999347,1.6324459145566905e-12,4
ludan1526,2.9999999999582836,1.3905471392405833e-11,3
tml520yk,1.9999999999964397,1.7801802783615206e-12,2
074706,0.9999999814564831,1.854351694419165e-08,1
qxx37349570,3.999999999999999,1.8208496537047263e-16,4
befmonish,2.9999999999937454,2.0848663507405663e-12,3
passww,0.9999995587728847,4.412271152887115e-07,1
alex50670,1.9999999999011673,4.941640499578348e-11,2
197221,0.9999995054621422,4.945378577758675e-07,1
tamestib,1.9999999999016735,4.916324292114638e-11,2
k4030762,1.9999999999928995,3.5503195435632184e-12,2
hokawolka,2.9999999999940177,1.9940622503905603e-12,3
sjl308012,2.9999999999978106,7.297150622469217e-13,3
zch198920062,2.999999999996489,1.1703849694955082e-12,3
krf2000c,1.9999999999967144,1.6427469193974753e-12,2
72080103,1.9999999913788917,4.310554135855682e-09,2
2735,0.9999997513897654,2.486102346210828e-07,1
27062526,1.9999999952665743,2.366712825718764e-09,2
nuckot,0.9999999972653602,2.7346398479011214e-09,1
411212,0.9999996292937681,3.707062319335819e-07,1
blue123456,0.9999993362543478,6.637456522184948e-07,1
rtnk,0.9999999984795146,1.5204854042494276e-09,1
bubsi123,1.9999999859898514,7.005074298405134e-09,2
xmjsxdjm,1.9999999999994493,2.753068769050654e-13,2
692212088,1.9999999999781966,1.0901688406173005e-11,2
ylyyjlc85919,4.0,1.5018019265886394e-18,4
karatesp1,1.9999999999893883,5.305915862924282e-12,2
abaaa,0.9999999393480508,6.065194924076422e-08,1
2626326,0.999999992537199,7.462801043800482e-09,1
1296,0.99999974999713,2.5000286996146315e-07,1
818472,0.9999999881493222,1.1850677772429208e-08,1
MRuTiA1,1.9999999999999425,2.874435105627675e-14,2
Ar04ho9,1.9999999999999887,5.659368474883724e-15,2
31356786,1.9999999988003745,5.998127550199683e-10,2
655387,0.9999999761581915,2.3841808527436115e-08,1
29031994,0.9999999144764189,8.55235811059174e-08,1
kamandle,1.99999999923127,3.843650397961085e-10,2
ahmchem,1.9999999998633862,6.830688098480309e-11,2
85562123,1.999999994990847,2.5045765461584324e-09,2
mitdaval,1.999999999964835,1.75825083659209e-11,2
Kakimaja99,2.999999999999045,3.1825066128428336e-13,3
osieriol,1.9999999999518288,2.408562065070452e-11,2
murputlinealy,4.0,1.785480725929133e-18,4
dara156000,2.9999999999980487,6.503579684340177e-13,3
wddsffyjh,2.9999999999999316,2.281722276127173e-14,3
5833091980,1.9999999999798987,1.0050654752902233e-11,2
017098,0.9999999918316451,8.168354881377127e-09,1
19841132,0.999999930197454,6.980254596555824e-08,1
5luyah30,1.9999999999997644,1.1774946523466362e-13,2
rigbob,0.999999996434239,3.5657610197858958e-09,1
duddrie,1.9999999988141335,5.929332025367273e-10,2
zhangxuhuo,2.999999977274544,7.57515206117887e-09,3
miteru11,1.999999999847721,7.613951136242747e-11,2
tf0e3kok,1.9999999999999776,1.1207398704015607e-14,2
7meistiill7077,4.0,1.1603643588660556e-21,4
Samkoost1,2.999999999999914,2.862820928668103e-14,3
woaininie198851,3.9999999999989737,2.5661872800342156e-13,4
8109198317,2.9999999990635646,3.121450875553933e-10,3
otanklylolou,4.0,1.2962191100356555e-18,4
jassencley,2.9999999999871267,4.291026301644907e-12,3
miholdpajell,4.0,3.555086946004699e-17,4
4khsihov,1.9999999999999942,2.9169493833162627e-15,2
88912654,1.9999999976621698,1.168915075844268e-09,2
nyonelo1,1.999999999986145,6.927492433861371e-12,2
patzhupop,2.9999999999995945,1.3509445027492378e-13,3
negele1306,2.999999999995704,1.4320620427346609e-12,3
rallovero,2.999999998752269,4.159102784395685e-10,3
frivetak4in2,4.0,1.5113856411656787e-19,4
bluevi862,1.9999999999962537,1.8731466031041144e-12,2
528130431,1.99999999983628,8.185997713017201e-11,2
13577084196,2.999999999979183,6.938996252592311e-12,3
neracsief,1.999999999999525,2.37489037767033e-13,2
chen951457,2.9999999999430313,1.898943849387713e-11,3
sloudy,0.9999999826910724,1.7308927624526405e-08,1
d6nefa7r9,2.999999999999999,3.1910682503495083e-16,3
lingqin520,2.9999999097909544,3.0069681855593444e-08,3
3253481,1.99999999095047,4.524765007118958e-09,2
junrlu10,1.9999999999992213,3.8935394079848973e-13,2
coon,0.9999997198560777,2.8014392228215e-07,1
imw1992,0.9999999990052332,9.947668244691954e-10,1
c1511943,0.9999999999762228,2.3777183347228892e-11,1
mftfkv57,1.999999999999934,3.3021006854436555e-14,2
htmwirder,2.999999999999634,1.2196866509394527e-13,3
SEFERTA:ES1TTHE,4.0,8.4387340234557e-25,4
nsdcgbjuss17,4.0,5.464550935685929e-20,4
8903270411885,2.999999999999991,2.856735293403612e-15,3
729876,0.9999999791248939,2.087510608816956e-08,1
lipiqi,0.9999999862762268,1.3723773228946357e-08,1
d41d8cd98f04,3.9999962090601002,9.477349749431596e-07,4
fc19860214,1.9999999988850274,5.574862238511002e-10,2
linhuan2670,3.9999999999882307,2.942302217839865e-12,4
chappy22067,2.9999999999980234,6.58957534805521e-13,3
simnajirg,2.999999999999553,1.4914789238720805e-13,3
akice,0.999999988674583,1.1325417048624331e-08,1
jucksted99,2.9999999999594227,1.3525811547177025e-11,3
MmRNony654,3.0,1.7963097609183708e-18,3
gigoldullod,3.99999999999995,1.2587672772884379e-14,4
342326,0.9999999515604756,4.843952439159693e-08,1
301104,0.9999998219716275,1.7802837248837022e-07,1
0446154968,2.9999999999930895,2.3034536517779758e-12,3
murmiskta,2.9999999999990337,3.2213939632139144e-13,3
19311220,0.9999999913933548,8.606645174324967e-09,1
19762190,0.9999999988625224,1.1374775565897721e-09,1
9981551,1.9999999966490392,1.6754804210705743e-09,2
abciablexa2192,4.0,8.026593925935187e-21,4
jevke,0.9999999996526834,3.473166754197621e-10,1
snialn,0.9999999999212241,7.877588165117189e-11,1
19921012,0.9999994837988311,5.162011689208157e-07,1
gptdwgf772,2.9999999999999996,9.306115410444543e-17,3
47574131,1.9999999993225959,3.3870206639363687e-10,2
lyu5982119,2.999999999999377,2.0767505011683174e-13,3
K043623a2081,4.0,1.4270288898804687e-20,4
kekuss,0.9999999895518767,1.0448123255457631e-08,1
19681225huan,2.9999999999747837,8.405436069391925e-12,3
lanboc,0.999999999839598,1.6040202499567613e-10,1
merry344,1.9999999982590717,8.704641452084161e-10,2
9668632,1.9999999961362471,1.9318764366005325e-09,2
1pulvirna,2.9999999999992975,2.3421962611590297e-13,3
amimumsich,2.999999999999923,2.5660444702793085e-14,3
C4713z71,1.999999999999978,1.1044327073977261e-14,2
19840617,0.9999993479230511,6.520769488815858e-07,1
050231088,1.999999999579598,2.1020092610957164e-10,2
liuyidou,1.99999999166715,4.166424982798844e-09,2
116569,0.9999999515406053,4.8459394719202464e-08,1
86185128412318,3.9999999999999996,7.659198810851465e-17,4
nelinkikio,2.9999999999996585,1.1379268295870493e-13,3
Sekopopo1199,4.0,3.65914692880836e-17,4
arvonde,1.999999999481671,2.5916446766416357e-10,2
1feach5,1.9999999999892732,5.363356026660826e-12,2
odsmay0987,2.999999999999986,4.8165101295099665e-15,3
scwei17.,1.9999999999999416,2.9235247306792084e-14,2
torofie1,1.9999999995592412,2.2037939528818384e-10,2
dh8660794,2.9999999999993285,2.2384459737179174e-13,3
angyie617,2.999999999997521,8.262539415680725e-13,3
310315,0.9999997648258869,2.3517411307238945e-07,1
linsheng,1.99999923668895,3.8165552496138844e-07,2
chintermyu,2.9999999999954383,1.5205129906895043e-12,3
Bakasu121,2.999999999998685,4.3827753383983425e-13,3
kellop8143,2.999999999999815,6.176761440648479e-14,3
z3rfc1,0.9999999999935226,6.477329957121913e-12,1
198665211,1.9999999980513417,9.743291728980807e-10,2
many789l,1.9999999999997344,1.3277263132254608e-13,2
curele,0.9999999877798782,1.2220121803352413e-08,1
zhangyu567,2.9999999872177754,4.26074153736522e-09,3
manktone86,2.999999999994095,1.9683237244966234e-12,3
01113112,1.9999999986617247,6.691376341905197e-10,2
todicladiot,3.9999999999999534,1.162482162262021e-14,4
gelegi,0.9999999974788645,2.5211355225707166e-09,1
56384035258,3.9999999999998495,3.7686139067261495e-14,4
kjeep0e7,1.9999999999999947,2.7075298044700567e-15,2
piteruna49,2.9999999999994715,1.762367107718127e-13,3
njxxhqb67,2.999999999999999,2.6020979194594195e-16,3
6218221,1.9999999875653147,6.217342640724155e-09,2
Msida07,1.9999999999833904,8.304772668166205e-12,2
didafrede20,2.9999999999999503,1.6515387419192146e-14,3
xuheichai197314,3.9999999999999996,9.109306643405516e-17,4
elixiaozzhi,3.9999999999853766,3.655856433554261e-12,4
512628,0.9999999240878665,7.591213346813674e-08,1
qilifeibo,2.9999999998410107,5.299641628320195e-11,3
81f62,0.999999999943332,5.6667996684023336e-11,1
haffiers,1.9999999959055548,2.0472226136547533e-09,2
liorleo21,2.999999999999841,5.302908719778676e-14,3
93green01,2.9999999999890576,3.647381008331507e-12,3
472bt5g,1.9999999999996443,1.7791307706585546e-13,2
pz262405,1.9999999999920806,3.959739654224581e-12,2
2dpifracetties83,4.0,2.079194061459417e-23,4
youki20306,2.999999999996546,1.1514613047769462e-12,3
rafuje69,1.9999999999672469,1.6376603198531292e-11,2
8997008,1.9999999967229476,1.638526203606716e-09,2
80pplancal,2.9999999999999316,2.283413462109661e-14,3
3391316,1.999999986945122,6.5274390337322075e-09,2
zjy123456,0.9999989147395354,1.0852604646061081e-06,1
grabs53,0.9999999998886492,1.1135076888324491e-10,1
2355293a,1.9999999998899856,5.500722446982742e-11,2
q21517155,1.9999999999986564,6.71847343383658e-13,2
1982111,0.9999995814141869,4.1858581312226306e-07,1
ilyannan,1.9999999989986272,5.006863257328575e-10,2
jrihugirss,2.999999999999999,1.739041755821028e-16,3
eff51966,1.999999999958017,2.0991526225588863e-11,2
13963495859,3.999999999977761,5.559768791185693e-12,4
9648700,1.9999999958706596,2.0646702125759475e-09,2
oktugz,0.9999999999697542,3.024584055433266e-11,1
tijals,0.9999999995917795,4.0822048519295606e-10,1
foredeas,1.999999998157965,9.210174289897566e-10,2
27reumysutzz,4.0,1.3230042231653198e-20,4
3sugking,1.9999999999604614,1.9769342413100688e-11,2
allus100,1.99999999769832,1.1508399788695556e-09,2
wellydrads1,2.999999999999753,8.227131405606422e-14,3
tolto40,1.9999999995934685,2.0326577920837252e-10,2
8807987919,2.9999999999948024,1.7326408320236797e-12,3
lovelooks691,2.999999999999957,1.4310208291783144e-14,3
49jsz49u,1.9999999999999896,5.217454869158684e-15,2
klattmadic,2.9999999999991385,2.8704976221503864e-13,3
9511195,0.9999999870577447,1.29422552674896e-08,1
a523b3db12,2.999999999999999,2.169997561005235e-16,3
woaishua,1.9999988127354982,5.936322509114689e-07,2
percil,0.9999999835197002,1.6480299791510333e-08,1
mlzwa08122,2.9999999999999964,1.2398427824775876e-15,3
kangshuiyi14178,3.999999999999999,1.8003194279478542e-16,4
704663,0.9999999889205,1.10794999841346e-08,1
25993966,1.9999999987597266,6.201367197533614e-10,2
b24eo982,1.9999999999999067,4.6580581324626516e-14,2
84086682,1.9999999993282696,3.358652522766903e-10,2
mbwoaibass,2.9999999999999076,3.0859812453912575e-14,3
vriara,0.9999999994220197,5.779802747518659e-10,1
ilizeina07,2.9999999999998437,5.217715501196554e-14,3
5giusau,1.9999999999991456,4.272065828262589e-13,2
448725000,2.999999999781724,7.275872959677798e-11,3
ramsusmare1599,4.0,1.0201962601751312e-17,4
82461404,1.9999999986693893,6.653054218652699e-10,2
CEMTE,0.9999999982944011,1.705598884349513e-09,1
ftkefkaide,2.9999999999999982,6.346618291638276e-16,3
li14rong,1.9999999998566955,7.165226051375484e-11,2
mzmjssys,1.9999999999995555,2.2222348473096426e-13,2
sinsola4,1.9999999999752927,1.2353645016671688e-11,2
nych1984,1.9999999990072619,4.963690569681489e-10,2
isharfrecks,3.9999999999994786,1.3033942414947264e-13,4
5895914,1.999999993681532,3.159233985527976e-09,2
hall00,0.9999999559863326,4.401366737738499e-08,1
9rp5cr19cd,3.0,6.87074414760021e-19,3
sappymet,1.9999999993844533,3.077733901069024e-10,2
102803,0.9999994992620032,5.007379968446912e-07,1
dsolu,0.9999999999201321,7.986793865155661e-11,1
19910275,0.9999999833425122,1.665748783352683e-08,1
97182642,1.999999999584773,2.076135235951071e-10,2
91beil81531879,4.0,1.832979730835658e-21,4
tougdikidat,3.9999999999999996,8.036640662614921e-17,4
jigma77,1.9999999998180742,9.09629316314664e-11,2
sciefertsh4,4.0,1.591368443609937e-17,4
317261202328,2.999999999999988,3.959400878315129e-15,3
46276342,1.9999999994684179,2.657910280756681e-10,2
zfglys521,2.9999999999994835,1.7219892504104217e-13,3
feirebink,2.999999999855739,4.8086999659968654e-11,3
521391,0.9999997560413192,2.43958680812284e-07,1
wocatems,1.9999999999766596,1.1670237692884555e-11,2
03177656183,2.999999999996873,1.0422418136868394e-12,3
falamlin,1.9999999998336817,8.315912541911885e-11,2
LUNIAN,0.9999999957376895,4.2623105045436205e-09,1
zxj4611214,2.99999999999352,2.1600887311484795e-12,3
070317,0.9999993796520812,6.203479188116034e-07,1
0122889864,2.9999999997368896,8.770338622010598e-11,3
longwus8956,2.9999999999999956,1.3886908235074017e-15,3
canthome201,2.999999999993854,2.0486949810216704e-12,3
moncasc,1.999999999378996,3.1050195747894804e-10,2
jz7615806,2.999999999998914,3.619804380284447e-13,3
csy61301,1.9999999999724773,1.3761277707635688e-11,2
julier48,0.9999999958142407,4.185759294728086e-09,1
jammest,1.9999999794987993,1.02506003685221e-08,2
jpiogghz,1.9999999999999727,1.361551083196074e-14,2
050215,0.9999994908726535,5.091273465041013e-07,1
3282248165,2.999999999998354,5.485847778645414e-13,3
13628336408,2.999999999985915,4.694974443941735e-12,3
8582381,1.9999999899636531,5.018173432347339e-09,2
035649,0.9999999864479099,1.3552090116775162e-08,1
mjdekjaim,2.999999999999984,5.3792995719729314e-15,3
19830746,0.9999999919821416,8.017858377229459e-09,1
hz4294,0.9999999999455507,5.444933739995328e-11,1
huakan0228,2.9999999999959432,1.352220418970873e-12,3
notikaza92,2.999999999999197,2.6768910981085636e-13,3
youformax,2.9999999998797984,4.006713016924124e-11,3
prown2003,1.999999997015456,1.4922719726584432e-09,2
3b5b7b07,1.9999999999993667,3.1668672675552734e-13,2
v32320y55,2.9999999999999982,6.082610298077727e-16,3
210811,0.9999994405273469,5.594726530944172e-07,1
umme247121,2.9999999999999725,9.144112841864751e-15,3
kwalcris,1.999999999986662,6.668970931045237e-12,2
chaveslyne99,2.999999999999994,2.1464869439443302e-15,3
wisha010,1.9999999979017813,1.0491093549447328e-09,2
zqvhp,0.9999999999914235,8.576520570124924e-12,1
8512208,0.9999999927334415,7.266558466056949e-09,1
lilina84,1.999999995284632,2.3576840479933026e-09,2
xxg313,0.9999999997585378,2.4146212806996914e-10,1
fomssy1,1.9999999999820042,8.99794128095266e-12,2
100807,0.9999993349124452,6.650875548075419e-07,1
b0pn90,0.9999999999859835,1.4016449459419711e-11,1
32loverio,2.9999999993677946,2.1073508216229442e-10,3
rtbs79,0.9999999999417241,5.827591881280014e-11,1
0316022610,1.9999999999752345,1.2382785768982885e-11,2
Cti35KEF,2.0,2.2424591782349213e-17,2
m336325,0.9999999999324745,6.752558928679875e-11,1
abc12345678998,1.9999999738158394,1.3092080308751974e-08,2
036343258,1.9999999999768714,1.1564323283697053e-11,2
3821212,0.9999999926842196,7.3157804258983106e-09,1
syrexy,0.9999999980798147,1.92018534406202e-09,1
123456789ASSFOWIA,4.0,2.699356277327465e-18,4
gloatman,0.9999999997597028,2.402972265613812e-10,1
gmmexfd59,2.9999999999999996,1.5112315829124938e-16,3
1bixteng2a,2.999999999999999,3.7893858545103444e-16,3
zhengqinli,2.9999999770669525,7.644349153679286e-09,3
valledwingsco,3.9999999999999996,6.383323670314153e-17,4
kzerto01024,3.9999999999999973,6.2780271517563985e-16,4
dysh1979,1.9999999997690963,1.1545189110284682e-10,2
iszarja,1.9999999997848266,1.0758675200728263e-10,2
chrisume2,1.9999999998653004,6.734979934863716e-11,2
92969622,1.9999999994976951,2.5115243218465366e-10,2
bfq510,0.9999999999552296,4.4770416540718116e-11,1
colly011,1.9999999913295055,4.335247272280185e-09,2
wrsluth514,2.9999999999999982,5.821872381089172e-16,3
mala10,0.999999927550185,7.244981503617964e-08,1
affydhgg29,2.9999999999999982,5.693347307441949e-16,3
heikatang,2.9999999999199978,2.6667447763917274e-11,3
zefazkaigaisu,4.0,9.677202949922777e-21,4
360529,0.9999998914957331,1.085042669046743e-07,1
061100951,0.9999999998803994,1.1960053780679658e-10,1
lai21314,1.9999999968886946,1.5556527177551516e-09,2
803404,0.9999999844055214,1.5594478597336092e-08,1
359180,0.9999999647846707,3.5215329319271405e-08,1
wojiniheng,2.999999997739665,7.534449730783876e-10,3
pxgmfjfz,1.9999999999999272,3.6391903217043026e-14,2
daw575998,2.999999999999242,2.526994455701037e-13,3
